,polyline,value
5,"[[0, 41.147991, -8.619831], [1, 41.147991, -8.619857999999999], [2, 41.147991, -8.619902999999999], [6, 41.14764, -8.6202], [7, 41.14758375, -8.620416], [8, 41.1475275, -8.620632], [9, 41.14747125, -8.620848], [10, 41.147415, -8.621064], [11, 41.1474525, -8.621247], [12, 41.14749, -8.62143], [13, 41.1475275, -8.621613], [14, 41.14756499999999, -8.621796], [15, 41.14760249999999, -8.621979], [17, 41.14764, -8.622162], [18, 41.1476895, -8.622346499999999], [19, 41.147739, -8.622530999999999], [20, 41.1477885, -8.622715499999998], [21, 41.14783800000001, -8.622899999999998], [22, 41.14788750000001, -8.623084499999997], [23, 41.14793700000001, -8.623268999999997], [24, 41.147937, -8.623268999999999], [25, 41.147991, -8.6234472], [26, 41.148045, -8.6236254], [27, 41.148099, -8.6238036], [28, 41.14815299999999, -8.623981800000001], [29, 41.14820699999999, -8.624160000000002], [30, 41.148207, -8.62416], [31, 41.1482754, -8.6243346], [32, 41.148343800000006, -8.624509199999999], [33, 41.14841220000001, -8.624683799999998], [34, 41.14848060000001, -8.624858399999997], [35, 41.14854900000002, -8.625032999999997], [36, 41.148549, -8.625033], [37, 41.14872, -8.62517025], [38, 41.14889099999999, -8.6253075], [39, 41.14906199999999, -8.62544475], [41, 41.149233, -8.625582], [42, 41.14926, -8.625546], [43, 41.149449, -8.625573], [44, 41.149638, -8.625615428571429], [45, 41.149827, -8.625657857142858], [46, 41.150016, -8.625700285714288], [47, 41.150205, -8.625742714285717], [48, 41.150394, -8.625785142857147], [49, 41.150583, -8.625827571428577], [50, 41.150772, -8.625870000000006], [51, 41.150772, -8.62587], [52, 41.150968500000005, -8.625882], [53, 41.151165000000006, -8.625894], [54, 41.15136150000001, -8.625906], [55, 41.15155800000001, -8.625918], [56, 41.15175450000001, -8.62593], [57, 41.15195100000001, -8.625942], [58, 41.151951, -8.625942], [59, 41.152077, -8.625969], [60, 41.15241, -8.626086], [61, 41.15268, -8.626221000000001], [62, 41.152653, -8.626455], [63, 41.152626, -8.626688999999999], [64, 41.152626, -8.626689], [65, 41.152563, -8.626878000000001], [66, 41.152518, -8.627064], [67, 41.152473, -8.62725], [68, 41.152428, -8.627436], [69, 41.152428, -8.627436000000001], [70, 41.15244, -8.627621000000001], [71, 41.152452, -8.627806000000001], [72, 41.152464, -8.627991000000002], [73, 41.15247599999999, -8.628176000000002], [74, 41.15248799999999, -8.628361000000002], [75, 41.15249999999999, -8.628546000000002], [76, 41.15251199999999, -8.628731000000002], [77, 41.15252399999999, -8.628916000000002], [78, 41.152535999999984, -8.629101000000002], [79, 41.152536, -8.629101], [80, 41.152548, -8.629299], [81, 41.15256, -8.629496999999999], [82, 41.15257199999999, -8.629694999999998], [83, 41.15258399999999, -8.629892999999997], [84, 41.15259599999999, -8.630090999999997], [85, 41.15260799999999, -8.630288999999996], [86, 41.15261999999999, -8.630486999999995], [87, 41.15263199999998, -8.630684999999994], [88, 41.15264399999998, -8.630882999999994], [89, 41.152644, -8.630883], [90, 41.152655571428575, -8.631082285714287], [91, 41.15266714285715, -8.631281571428573]]",120.0
1,"[[32, 41.152275, -8.628867], [33, 41.152509, -8.628876], [34, 41.152509, -8.629137], [35, 41.152509, -8.629398], [36, 41.1525315, -8.629582500000001], [37, 41.152554, -8.629767000000001], [38, 41.152578, -8.629974], [39, 41.152602, -8.630181], [40, 41.15262599999999, -8.630388], [41, 41.152626, -8.630388], [42, 41.1526305, -8.6305905], [43, 41.152635, -8.630793], [44, 41.152644, -8.631117], [45, 41.1526575, -8.631324]]",47.0
0,"[[81, 41.14782404999987, -8.619717150000028], [82, 41.147817524999866, -8.619900075000029], [83, 41.14781099999986, -8.62008300000003], [84, 41.147811, -8.620083000000001]]",37.0
0,"[[49, 41.14803284999998, -8.613863550000005], [50, 41.148026324999975, -8.614046475000006], [51, 41.14801979999997, -8.614229400000006], [52, 41.14801327499997, -8.614412325000007]]",31.0
0,"[[41, 41.14803985714286, -8.612577000000003], [42, 41.148072000000006, -8.612766000000004], [43, 41.148072, -8.612766], [44, 41.148065475, -8.612948925000001]]",37.0
0,"[[3, 41.164371, -8.606501999999999], [4, 41.164548, -8.606423999999999], [5, 41.164725, -8.606345999999998], [6, 41.164902000000005, -8.606267999999998], [8, 41.165217000000005, -8.606304], [9, 41.1654078, -8.6063256], [10, 41.1655986, -8.6063472]]",34.0
1,"[[87, 41.1475094117647, -8.620210058823556], [88, 41.14749952941176, -8.62039164705885], [89, 41.14748964705882, -8.620573235294145], [90, 41.14747976470588, -8.62075482352944], [91, 41.14746988235294, -8.620936411764735], [92, 41.14746, -8.62111800000003], [93, 41.14746, -8.621118000000001], [94, 41.147496, -8.621349], [95, 41.147532, -8.62158], [96, 41.147568, -8.621811], [97, 41.1476166, -8.622], [98, 41.1476652, -8.622189], [99, 41.1477138, -8.622378000000001], [100, 41.1477624, -8.622567000000002], [101, 41.147811, -8.622756000000003]]",54.0
0,"[[73, 41.14764776470588, -8.61766782352943], [74, 41.14763788235294, -8.617849411764725], [75, 41.147628, -8.61803100000002], [76, 41.147618117647056, -8.618212588235314]]",31.0
0,"[[52, 41.14785529411765, -8.613854470588242], [53, 41.14784541176471, -8.614036058823537], [54, 41.147835529411765, -8.614217647058831], [55, 41.14782564705882, -8.614399235294126]]",34.0
0,"[[36, 41.146047, -8.612667000000002], [39, 41.146029000000006, -8.612045999999998], [40, 41.146029000000006, -8.612046], [43, 41.146047, -8.611362], [44, 41.146029000000006, -8.611298999999999], [45, 41.146029000000006, -8.611155]]",48.0
0,"[[90, 41.153337, -8.609957999999995], [91, 41.15333699999999, -8.609957999999999], [93, 41.1537402, -8.609803199999998]]",33.0
1,"[[63, 41.149008, -8.610552], [64, 41.149044, -8.610543], [65, 41.1492276, -8.610471], [66, 41.1494112, -8.610399000000001], [67, 41.1495948, -8.610327000000002], [68, 41.1497784, -8.610255000000002], [69, 41.149962, -8.610183000000003], [70, 41.149962, -8.610183000000001], [71, 41.150146500000005, -8.610160500000001], [72, 41.15033100000001, -8.610138000000001]]",43.0
0,"[[55, 41.148009, -8.610894000000002], [56, 41.148009, -8.610894], [60, 41.1487866, -8.610627599999999]]",36.0
1,"[[2, 41.148216, -8.624079], [7, 41.148216, -8.624097], [8, 41.148216, -8.624106], [9, 41.148207, -8.624115], [10, 41.148324, -8.624385], [11, 41.1484155, -8.6245665], [12, 41.148507, -8.624748], [13, 41.14859849999999, -8.6249295], [14, 41.14868999999999, -8.625111], [18, 41.14906919999999, -8.625515400000001], [19, 41.14926539999999, -8.625556800000002], [20, 41.14946159999999, -8.625598200000002], [21, 41.14965779999999, -8.625639600000003], [22, 41.14985399999998, -8.625681000000004], [23, 41.149854, -8.625681], [24, 41.1500475, -8.6257095], [25, 41.150241, -8.625737999999998], [26, 41.1504345, -8.625766499999997], [27, 41.150628000000005, -8.625794999999997], [28, 41.150821500000006, -8.625823499999996], [29, 41.15101500000001, -8.625851999999995], [30, 41.151015, -8.625852], [31, 41.151252, -8.62584], [32, 41.151489, -8.625828], [33, 41.151726, -8.625816], [34, 41.151726, -8.625816000000002], [35, 41.151942, -8.625867000000001], [36, 41.152158, -8.625918], [37, 41.152374, -8.625969]]",71.0
1,"[[16, 41.147928, -8.610930000000002], [17, 41.148107, -8.610863000000002], [18, 41.148286000000006, -8.610796000000002], [19, 41.14846500000001, -8.610729000000003], [20, 41.14864400000001, -8.610662000000003], [21, 41.148823000000014, -8.610595000000004], [22, 41.14900200000002, -8.610528000000004], [23, 41.14918100000002, -8.610461000000004], [24, 41.14936000000002, -8.610394000000005], [26, 41.149539, -8.610327], [27, 41.14972350000001, -8.610279], [28, 41.14990800000001, -8.610231], [29, 41.150092500000014, -8.610183000000001], [30, 41.15027700000002, -8.610135000000001], [31, 41.15046150000002, -8.610087000000002], [33, 41.150646, -8.610039], [34, 41.150628000000005, -8.610021]]",44.0
0,"[[0, 41.146029000000006, -8.612478000000001], [1, 41.14602, -8.612505], [2, 41.14603125, -8.6123025], [3, 41.1460425, -8.6121], [4, 41.14605375, -8.6118975]]",38.0
0,"[[31, 41.147487, -8.617495499999999], [32, 41.147571, -8.617667999999998], [33, 41.147655, -8.617840499999998], [34, 41.147739, -8.618012999999998]]",37.0
4,"[[1, 41.147811, -8.620144714285715], [2, 41.147757000000006, -8.620341428571429], [3, 41.14770300000001, -8.620538142857143], [4, 41.14764900000001, -8.620734857142857], [5, 41.14759500000001, -8.62093157142857], [6, 41.14754100000001, -8.621128285714285], [7, 41.14748700000001, -8.621324999999999], [8, 41.147487, -8.621325], [9, 41.147529428571424, -8.621503714285716], [10, 41.14757185714285, -8.62168242857143], [11, 41.14761428571428, -8.621861142857146], [12, 41.1476567142857, -8.62203985714286], [13, 41.14769914285713, -8.622218571428576], [14, 41.14774157142856, -8.62239728571429], [16, 41.147784, -8.622576], [17, 41.14777500000001, -8.622621], [18, 41.14784100000001, -8.622849], [19, 41.147907, -8.623077], [20, 41.147973, -8.623305], [21, 41.14797299999999, -8.623305], [22, 41.14802699999999, -8.623485], [23, 41.14808099999999, -8.623665], [24, 41.14813499999999, -8.623845000000001], [25, 41.14818899999999, -8.624025000000001], [26, 41.14824299999999, -8.624205000000002], [27, 41.14829699999999, -8.624385000000002], [28, 41.148350999999984, -8.624565000000002], [29, 41.14840499999998, -8.624745000000003], [30, 41.14845899999998, -8.624925000000003], [31, 41.148459, -8.624925000000001], [32, 41.148576, -8.625078], [33, 41.148693, -8.625231], [34, 41.14880999999999, -8.625383999999999], [35, 41.14881, -8.625384], [36, 41.14899, -8.62542], [37, 41.14917, -8.625456], [38, 41.14935, -8.625492], [39, 41.14953, -8.625528], [40, 41.14971, -8.625563999999999], [41, 41.14989, -8.625599999999999], [42, 41.15007, -8.625635999999998], [43, 41.15025, -8.625671999999998], [44, 41.15043, -8.625707999999998], [45, 41.15061, -8.625743999999997], [46, 41.15079, -8.625779999999997], [47, 41.15078999999999, -8.62578], [48, 41.15098285714285, -8.625818571428573], [49, 41.151175714285706, -8.625857142857145], [50, 41.15136857142856, -8.625895714285717], [51, 41.15156142857142, -8.625934285714289], [52, 41.15175428571428, -8.62597285714286], [53, 41.15194714285713, -8.626011428571433], [54, 41.15213999999999, -8.626050000000005], [55, 41.15214, -8.626050000000001], [56, 41.152365, -8.626131], [57, 41.15259, -8.626212], [58, 41.15257445454546, -8.626395272727274], [59, 41.152558909090914, -8.626578545454548], [60, 41.15254336363637, -8.626761818181821], [61, 41.152527818181824, -8.626945090909095], [62, 41.15251227272728, -8.627128363636368], [63, 41.152496727272734, -8.627311636363642], [64, 41.15248118181819, -8.627494909090915], [65, 41.15246563636365, -8.627678181818188], [66, 41.1524500909091, -8.627861454545462], [67, 41.15243454545456, -8.628044727272735], [68, 41.15241900000001, -8.628228000000009], [69, 41.152419, -8.628228], [70, 41.1524316, -8.6284164], [71, 41.1524442, -8.628604800000002], [72, 41.1524568, -8.628793200000002], [73, 41.1524694, -8.628981600000003], [74, 41.15248199999999, -8.629170000000004], [75, 41.15249459999999, -8.629358400000005], [76, 41.15250719999999, -8.629546800000005], [77, 41.15251979999999, -8.629735200000006], [78, 41.152532399999984, -8.629923600000007], [79, 41.15254499999998, -8.630112000000008], [80, 41.15255759999998, -8.630300400000008], [81, 41.15257019999998, -8.630488800000009], [82, 41.152582799999976, -8.63067720000001], [83, 41.15259539999997, -8.63086560000001], [84, 41.15260799999997, -8.631054000000011], [85, 41.152608, -8.631054], [86, 41.1525995, -8.631237]]",115.0
1,"[[13, 41.14797299999999, -8.622584999999999], [14, 41.14797299999999, -8.622621], [15, 41.1479865, -8.622804], [16, 41.148, -8.622987], [17, 41.1480135, -8.62317], [18, 41.148027, -8.623353], [19, 41.1480405, -8.623536], [20, 41.148054, -8.623719], [21, 41.14812471428571, -8.623902857142857], [22, 41.14819542857142, -8.624086714285715], [23, 41.14826614285713, -8.624270571428573], [24, 41.14833685714285, -8.62445442857143], [25, 41.14840757142856, -8.624638285714289], [26, 41.14847828571427, -8.624822142857147], [30, 41.148718200000005, -8.625114], [31, 41.14888740000001, -8.625186], [32, 41.14905660000001, -8.625257999999999], [33, 41.14922580000001, -8.625329999999998], [34, 41.14939500000001, -8.625401999999998], [35, 41.149564200000015, -8.625473999999997], [36, 41.14973340000002, -8.625545999999996], [37, 41.14990260000002, -8.625617999999996], [38, 41.15007180000002, -8.625689999999995], [39, 41.15024100000002, -8.625761999999995], [40, 41.150241, -8.625762], [41, 41.15043525, -8.62578975], [42, 41.1506295, -8.625817499999998], [43, 41.15082375, -8.625845249999998], [44, 41.151018, -8.625872999999997], [45, 41.15121225, -8.625900749999996], [46, 41.1514065, -8.625928499999995], [47, 41.15160075, -8.625956249999994], [48, 41.151795, -8.625983999999994], [49, 41.15198925, -8.626011749999993], [50, 41.1521835, -8.626039499999992], [51, 41.15237775, -8.626067249999991], [53, 41.152572000000006, -8.626095]]",73.0
3,"[[29, 41.147778, -8.620254], [30, 41.147716, -8.620425], [31, 41.147654, -8.620595999999999], [32, 41.147592, -8.620766999999999], [33, 41.14753, -8.620937999999999], [34, 41.147468, -8.621108999999999], [35, 41.147406, -8.621279999999999], [36, 41.147406, -8.62128], [37, 41.14745742857143, -8.62146192857143], [38, 41.14750885714286, -8.621643857142859], [39, 41.14756028571429, -8.621825785714288], [40, 41.14761171428572, -8.622007714285717], [41, 41.14766314285716, -8.622189642857146], [42, 41.14771457142859, -8.622371571428575], [43, 41.14776600000002, -8.622553500000004], [44, 41.14781742857145, -8.622735428571433], [45, 41.14786885714288, -8.622917357142862], [46, 41.14792028571432, -8.623099285714291], [47, 41.14797171428575, -8.62328121428572], [48, 41.14802314285718, -8.62346314285715], [49, 41.14807457142861, -8.623645071428578], [50, 41.14812600000004, -8.623827000000007], [51, 41.148126, -8.623827], [52, 41.14823890909091, -8.623989], [53, 41.148351818181816, -8.624151], [54, 41.14846472727272, -8.624312999999999], [55, 41.14857763636363, -8.624474999999999], [56, 41.14869054545454, -8.624636999999998], [58, 41.14891636363636, -8.624960999999997], [59, 41.14902927272727, -8.625122999999997], [60, 41.14914218181818, -8.625284999999996], [61, 41.14925509090909, -8.625446999999996], [62, 41.149368, -8.625608999999995], [63, 41.149368, -8.625609], [64, 41.14954864285715, -8.625632785714286], [65, 41.14972928571429, -8.625656571428571], [66, 41.14990992857144, -8.625680357142857], [67, 41.150090571428585, -8.625704142857142], [68, 41.15027121428573, -8.625727928571427], [69, 41.15045185714288, -8.625751714285713], [70, 41.15063250000002, -8.625775499999998], [71, 41.15081314285717, -8.625799285714283], [72, 41.15099378571431, -8.625823071428568], [73, 41.15117442857146, -8.625846857142854], [74, 41.15135507142861, -8.625870642857139], [75, 41.15153571428575, -8.625894428571424], [76, 41.151716357142895, -8.62591821428571], [77, 41.15189700000004, -8.625941999999995], [78, 41.151897000000005, -8.625942], [79, 41.15205, -8.625951], [80, 41.152236, -8.626032], [81, 41.152422, -8.626113], [82, 41.152608, -8.626194], [83, 41.152608, -8.626194000000002], [84, 41.15259736363637, -8.626387090909093], [85, 41.152586727272734, -8.626580181818184], [86, 41.1525760909091, -8.626773272727275], [87, 41.15256545454547, -8.626966363636367], [88, 41.15255481818184, -8.627159454545458], [89, 41.1525441818182, -8.62735254545455], [90, 41.15253354545457, -8.62754563636364], [91, 41.15252290909093, -8.627738727272732], [92, 41.1525122727273, -8.627931818181823], [93, 41.15250163636367, -8.628124909090914], [94, 41.15249100000003, -8.628318000000005], [95, 41.152491000000005, -8.628318], [96, 41.152501687500006, -8.6285041875], [97, 41.15251237500001, -8.628690375000001], [98, 41.15252306250001, -8.628876562500002], [99, 41.15253375000001, -8.629062750000003], [100, 41.15254443750001, -8.629248937500003], [101, 41.15255512500001, -8.629435125000004], [102, 41.152565812500015, -8.629621312500005], [103, 41.152576500000016, -8.629807500000005], [104, 41.15258718750002, -8.629993687500006], [105, 41.15259787500002, -8.630179875000007], [106, 41.15260856250002, -8.630366062500007], [107, 41.15261925000002, -8.630552250000008], [108, 41.15262993750002, -8.630738437500009], [109, 41.152640625000025, -8.63092462500001], [110, 41.152651312500026, -8.63111081250001], [111, 41.15266200000003, -8.63129700000001]]",109.0
0,"[[97, 41.152488, -8.628676], [98, 41.152494, -8.628863], [99, 41.1525, -8.629050000000001], [100, 41.152506, -8.629237000000002], [101, 41.152512, -8.629424000000002], [102, 41.15251799999999, -8.629611000000002], [103, 41.15252399999999, -8.629798000000003], [104, 41.15252999999999, -8.629985000000003]]",35.0
2,"[[27, 41.14779525, -8.619977250000002], [28, 41.14763099999999, -8.620119000000003], [29, 41.147631, -8.620118999999999], [30, 41.1476274, -8.620300799999999], [31, 41.1476238, -8.620482599999999], [32, 41.1476202, -8.620664399999999], [33, 41.1476166, -8.620846199999999], [34, 41.147613, -8.621027999999999], [35, 41.1476094, -8.621209799999999], [36, 41.1476058, -8.621391599999999], [37, 41.1476022, -8.621573399999999], [38, 41.1475986, -8.621755199999999], [39, 41.147595, -8.621936999999999], [40, 41.147595, -8.621937], [41, 41.1476496, -8.622117000000001], [42, 41.14770419999999, -8.622297000000001], [43, 41.14775879999999, -8.622477000000002], [44, 41.14781339999999, -8.622657000000002], [45, 41.14786799999999, -8.622837000000002], [46, 41.14792259999999, -8.623017000000003], [47, 41.14797719999999, -8.623197000000003], [48, 41.148031799999984, -8.623377000000003], [49, 41.14808639999998, -8.623557000000003], [50, 41.14814099999998, -8.623737000000004], [51, 41.14819559999998, -8.623917000000004], [52, 41.14825019999998, -8.624097000000004], [53, 41.14830479999998, -8.624277000000005], [54, 41.148359399999975, -8.624457000000005], [55, 41.14841399999997, -8.624637000000005], [56, 41.148414, -8.624637], [57, 41.14856699999999, -8.6247477], [58, 41.14871999999999, -8.6248584], [59, 41.14887299999999, -8.624969100000001], [61, 41.14917899999998, -8.625190500000002], [62, 41.14933199999998, -8.625301200000003], [63, 41.14948499999998, -8.625411900000003], [64, 41.149637999999975, -8.625522600000004], [65, 41.14979099999997, -8.625633300000004], [66, 41.14994399999997, -8.625744000000005], [67, 41.149944, -8.625744000000001], [68, 41.15013136363636, -8.62576690909091], [69, 41.150318727272726, -8.625789818181818], [70, 41.15050609090909, -8.625812727272727], [71, 41.150693454545454, -8.625835636363636], [72, 41.15088081818182, -8.625858545454545], [73, 41.15106818181818, -8.625881454545453], [74, 41.15125554545455, -8.625904363636362], [75, 41.15144290909091, -8.625927272727271], [76, 41.15163027272728, -8.62595018181818], [77, 41.15181763636364, -8.625973090909088], [78, 41.152005, -8.625995999999997], [79, 41.152005, -8.625996], [80, 41.15216475, -8.626106250000001], [81, 41.1523245, -8.626216500000002], [82, 41.15248425, -8.626326750000002], [83, 41.152644, -8.626437000000003], [84, 41.152644, -8.626437000000001], [85, 41.15262927272728, -8.626623545454546], [86, 41.15261454545455, -8.62681009090909], [87, 41.15259981818182, -8.626996636363636], [88, 41.15258509090909, -8.62718318181818], [89, 41.152570363636364, -8.627369727272725], [90, 41.15255563636364, -8.62755627272727], [91, 41.15254090909091, -8.627742818181815]]",91.0
1,"[[38, 41.14753200000002, -8.620281000000004], [39, 41.147532000000005, -8.620281], [40, 41.1475428, -8.6204628], [41, 41.1475536, -8.6206446], [42, 41.1475644, -8.6208264], [43, 41.1475752, -8.6210082], [44, 41.147586, -8.62119], [45, 41.1475968, -8.6213718], [46, 41.14760759999999, -8.6215536], [47, 41.14761839999999, -8.6217354], [48, 41.14762919999999, -8.6219172], [49, 41.14763999999999, -8.622099], [50, 41.14764, -8.622098999999999], [51, 41.14769271428572, -8.622273214285713], [52, 41.14774542857143, -8.622447428571427], [53, 41.14779814285715, -8.62262164285714], [54, 41.14785085714286, -8.622795857142854], [55, 41.14790357142858, -8.622970071428568], [56, 41.14795628571429, -8.623144285714282], [57, 41.14800900000001, -8.623318499999996], [58, 41.14806171428573, -8.62349271428571], [59, 41.14811442857144, -8.623666928571424], [60, 41.148167142857154, -8.623841142857138], [61, 41.14821985714287, -8.624015357142852], [62, 41.148272571428585, -8.624189571428566], [63, 41.1483252857143, -8.62436378571428], [64, 41.148378000000015, -8.624537999999994], [65, 41.148378, -8.624538], [66, 41.14851, -8.624666999999999], [67, 41.148642, -8.624795999999998], [68, 41.148774, -8.624924999999998], [69, 41.148906, -8.625053999999997], [70, 41.149038, -8.625182999999996], [71, 41.149170000000005, -8.625311999999996], [72, 41.149302000000006, -8.625440999999995], [73, 41.14943400000001, -8.625569999999994], [74, 41.14956600000001, -8.625698999999994], [75, 41.149566, -8.625699], [76, 41.14976, -8.625718999999998], [77, 41.149954, -8.625738999999998], [78, 41.150148, -8.625758999999997], [79, 41.150342, -8.625778999999996], [80, 41.150536, -8.625798999999995], [81, 41.15073, -8.625818999999995], [82, 41.150924, -8.625838999999994], [83, 41.151118, -8.625858999999993], [84, 41.151312, -8.625878999999992], [85, 41.151312, -8.625879], [86, 41.151549, -8.625906], [87, 41.151786, -8.625933000000002], [88, 41.152023, -8.625960000000003], [89, 41.152023, -8.625960000000001], [90, 41.15223, -8.626050000000001], [91, 41.152353, -8.626197000000001], [92, 41.152476, -8.626344000000001], [93, 41.152599, -8.626491000000001], [94, 41.152599, -8.626491], [95, 41.15259081818181, -8.626672636363637], [96, 41.15258263636363, -8.626854272727273], [97, 41.15257445454545, -8.62703590909091], [98, 41.15256627272727, -8.627217545454547]]",88.0
0,"[[50, 41.14593, -8.612581500000001], [51, 41.145939, -8.612397000000001], [52, 41.145939, -8.612397], [53, 41.145903, -8.612136]]",34.0
0,"[[159, 41.14889742857142, -8.625209142857145], [160, 41.149067142857135, -8.625292714285717], [161, 41.149236857142846, -8.625376285714289], [162, 41.14940657142856, -8.625459857142861], [163, 41.14957628571427, -8.625543428571433], [164, 41.14974599999998, -8.625627000000005], [165, 41.149746, -8.625627000000001], [166, 41.1499269, -8.625653100000001], [167, 41.15010780000001, -8.6256792], [168, 41.15028870000001, -8.6257053], [169, 41.150469600000015, -8.6257314], [170, 41.15065050000002, -8.625757499999999], [171, 41.15083140000002, -8.625783599999998], [172, 41.151012300000026, -8.625809699999998], [173, 41.15119320000003, -8.625835799999997], [174, 41.151374100000034, -8.625861899999997], [175, 41.15155500000004, -8.625887999999996], [176, 41.15155500000001, -8.625888000000002], [177, 41.15175120000001, -8.625936600000001], [178, 41.151947400000005, -8.6259852], [179, 41.1521436, -8.6260338], [180, 41.1523398, -8.6260824], [181, 41.152536, -8.626130999999999], [182, 41.152536, -8.626131], [183, 41.1525195, -8.626333500000001]]",52.0
0,"[[126, 41.14757099999997, -8.619952500000002], [127, 41.14756566666664, -8.620134000000002], [128, 41.1475603333333, -8.620315500000002], [129, 41.14755499999997, -8.620497000000002], [130, 41.14754966666664, -8.620678500000002], [131, 41.1475443333333, -8.620860000000002], [132, 41.147538999999966, -8.621041500000002], [133, 41.14753366666663, -8.621223000000002], [134, 41.1475283333333, -8.621404500000002], [135, 41.14752299999997, -8.621586000000002], [136, 41.14752300000001, -8.621586], [137, 41.147571600000006, -8.621776800000001], [138, 41.147620200000006, -8.621967600000001], [139, 41.147668800000005, -8.622158400000002], [140, 41.147717400000005, -8.622349200000002], [141, 41.147766, -8.622540000000003], [142, 41.1478146, -8.622730800000003], [143, 41.1478632, -8.622921600000003], [144, 41.1479118, -8.623112400000004], [145, 41.1479604, -8.623303200000004], [146, 41.148009, -8.623494000000004], [147, 41.148009, -8.623494], [148, 41.14807, -8.623666], [149, 41.14813100000001, -8.623838], [150, 41.14819200000001, -8.624009999999998], [151, 41.14825300000001, -8.624181999999998], [152, 41.14831400000001, -8.624353999999997], [153, 41.148375000000016, -8.624525999999996], [154, 41.14843600000002, -8.624697999999995]]",56.0
0,"[[25, 41.148225, -8.610994125], [26, 41.148396, -8.610923249999999], [27, 41.148567, -8.610852374999999], [28, 41.148738, -8.610781499999998], [29, 41.148909, -8.610710624999998], [30, 41.149080000000005, -8.610639749999997], [31, 41.14925100000001, -8.610568874999997], [32, 41.14942200000001, -8.610497999999996], [33, 41.149422, -8.610498000000002], [34, 41.149603125, -8.610427125000001], [35, 41.14978425, -8.61035625], [36, 41.149965375, -8.610285375], [37, 41.15014649999999, -8.6102145], [38, 41.15032762499999, -8.610143625]]",41.0
0,"[[5, 41.146002, -8.612388], [6, 41.145993, -8.612406000000002], [7, 41.145993, -8.612199], [8, 41.1460668, -8.6120064], [9, 41.1461406, -8.6118138], [10, 41.146214400000005, -8.6116212]]",33.0
0,"[[1, 41.148018, -8.612397], [2, 41.148009865384616, -8.61258098076923], [3, 41.14800173076923, -8.612764961538462]]",30.0
