,polyline,value
18,"[[30, 41.148099, -8.612460000000002], [31, 41.148099, -8.61246], [32, 41.14808823529412, -8.612643705882354], [33, 41.14807747058824, -8.612827411764707], [34, 41.14806670588235, -8.61301111764706], [35, 41.14805594117647, -8.613194823529414], [36, 41.14804517647058, -8.613378529411767], [37, 41.1480344117647, -8.61356223529412], [38, 41.148023647058814, -8.613745941176473], [39, 41.14801288235293, -8.613929647058827], [40, 41.148002117647046, -8.61411335294118], [41, 41.14799135294116, -8.614297058823533], [42, 41.14798058823528, -8.614480764705887], [43, 41.147969823529394, -8.61466447058824], [44, 41.14795905882351, -8.614848176470593], [45, 41.147948294117626, -8.615031882352946], [46, 41.14793752941174, -8.6152155882353], [47, 41.14792676470586, -8.615399294117653], [48, 41.14791599999997, -8.615583000000006], [49, 41.14790523529409, -8.61576670588236], [50, 41.147894470588206, -8.615950411764713], [51, 41.14788370588232, -8.616134117647066], [52, 41.14787294117644, -8.61631782352942], [53, 41.14786217647056, -8.616501529411773], [54, 41.14785141176467, -8.616685235294126], [55, 41.14784064705879, -8.61686894117648], [56, 41.1478298823529, -8.617052647058832], [57, 41.14781911764702, -8.617236352941186], [58, 41.147808352941134, -8.617420058823539], [59, 41.14779758823525, -8.617603764705892], [60, 41.147786823529366, -8.617787470588246], [61, 41.14777605882348, -8.617971176470599], [62, 41.1477652941176, -8.618154882352952], [63, 41.14775452941171, -8.618338588235305], [64, 41.14774376470583, -8.618522294117659], [65, 41.147732999999945, -8.618706000000012], [66, 41.14772223529406, -8.618889705882365], [67, 41.14771147058818, -8.619073411764719], [68, 41.14770070588229, -8.619257117647072], [69, 41.14768994117641, -8.619440823529425], [70, 41.147679176470525, -8.619624529411778], [71, 41.14766841176464, -8.619808235294132], [72, 41.14765764705876, -8.619991941176485], [73, 41.14764688235287, -8.620175647058838], [74, 41.14763611764699, -8.620359352941191], [75, 41.14762535294111, -8.620543058823545], [76, 41.14761458823522, -8.620726764705898], [77, 41.14760382352934, -8.620910470588251], [78, 41.14759305882345, -8.621094176470605], [79, 41.14758229411757, -8.621277882352958], [80, 41.147571529411685, -8.621461588235311], [81, 41.1475607647058, -8.621645294117664], [82, 41.14754999999992, -8.621829000000018], [83, 41.14755, -8.621829], [84, 41.1476004, -8.6220126], [85, 41.1476508, -8.6221962], [86, 41.14770119999999, -8.6223798], [87, 41.14775159999999, -8.622563399999999], [88, 41.14780199999999, -8.622746999999999], [89, 41.14785239999999, -8.622930599999998], [90, 41.14790279999999, -8.623114199999998], [91, 41.14795319999999, -8.623297799999998], [92, 41.14800359999999, -8.623481399999998], [93, 41.14805399999999, -8.623664999999997], [94, 41.148054, -8.623665], [95, 41.148128571428565, -8.623854000000001], [96, 41.148203142857135, -8.624043000000002], [97, 41.148277714285705, -8.624232000000003], [98, 41.14835228571428, -8.624421000000003], [99, 41.14842685714285, -8.624610000000004], [100, 41.14850142857141, -8.624799000000005], [101, 41.148575999999984, -8.624988000000005], [102, 41.148576000000006, -8.624988], [103, 41.14873542857144, -8.62508057142857], [104, 41.148894857142864, -8.625173142857141], [105, 41.14905428571429, -8.625265714285712], [106, 41.14921371428572, -8.625358285714283], [107, 41.14937314285715, -8.625450857142853], [108, 41.14953257142858, -8.625543428571424], [109, 41.14969200000001, -8.625635999999995], [110, 41.14969200000001, -8.625636], [111, 41.14989257142858, -8.625677142857143], [112, 41.15009314285715, -8.625718285714285], [113, 41.15029371428572, -8.625759428571428], [114, 41.150494285714295, -8.62580057142857], [115, 41.15069485714287, -8.625841714285713], [116, 41.15089542857144, -8.625882857142855], [117, 41.15109600000001, -8.625923999999998], [118, 41.151096, -8.625924], [119, 41.1513015, -8.6259555], [120, 41.151507, -8.625987], [121, 41.1517125, -8.6260185], [122, 41.151918, -8.626050000000001], [123, 41.1521235, -8.626081500000002], [124, 41.152329, -8.626113000000002], [125, 41.152329, -8.626113], [126, 41.152374, -8.626290749999999], [127, 41.152419, -8.626468499999998], [128, 41.152464, -8.626646249999997], [129, 41.152509, -8.626823999999996], [130, 41.152509, -8.626824], [131, 41.15251472727273, -8.627004818181817], [132, 41.15252045454546, -8.627185636363635], [133, 41.15252618181819, -8.627366454545452], [134, 41.15253190909092, -8.62754727272727], [135, 41.15253763636365, -8.627728090909088], [136, 41.152543363636376, -8.627908909090905], [137, 41.15254909090911, -8.628089727272723], [138, 41.15255481818184, -8.62827054545454], [139, 41.15256054545456, -8.628451363636358], [140, 41.15256627272729, -8.628632181818176], [141, 41.15257200000002, -8.628812999999994], [142, 41.152572000000006, -8.628813000000001], [143, 41.15257875, -8.629005375], [144, 41.1525855, -8.62919775], [145, 41.15259225, -8.629390124999999], [146, 41.152599, -8.629582499999998], [147, 41.15260574999999, -8.629774874999997], [148, 41.15261249999999, -8.629967249999996], [149, 41.15261924999999, -8.630159624999996], [150, 41.152625999999984, -8.630351999999995], [151, 41.152626, -8.630351999999998], [152, 41.152599, -8.630379], [153, 41.15262214285714, -8.630575714285714], [154, 41.152645285714286, -8.630772428571428], [155, 41.15266842857143, -8.630969142857142], [156, 41.152691571428576, -8.631165857142856], [157, 41.15271471428572, -8.63136257142857], [158, 41.15273785714287, -8.631559285714284], [159, 41.15276100000001, -8.631755999999998], [160, 41.152761, -8.631756000000001]]",141.0
0,"[[3, 41.151753, -8.609841]]",18.0
1,"[[2, 41.148747, -8.585747999999999], [3, 41.148963, -8.585847000000001], [4, 41.14897200000001, -8.58591], [5, 41.148927, -8.586112499999999], [6, 41.148882, -8.586314999999999]]",16.0
0,"[[92, 41.141439000000005, -8.613504000000008], [93, 41.141439000000005, -8.613504]]",14.0
0,"[[11, 41.141439000000005, -8.613540000000002], [12, 41.141439000000005, -8.61354]]",14.0
10,"[[25, 41.162202, -8.606655], [26, 41.162439, -8.606664], [27, 41.162676, -8.606673], [28, 41.162913, -8.606682000000001], [29, 41.16308785714286, -8.606620285714287], [30, 41.16326271428572, -8.606558571428574], [31, 41.16343757142858, -8.60649685714286], [32, 41.16361242857144, -8.606435142857146], [33, 41.1637872857143, -8.606373428571432], [34, 41.16396214285716, -8.606311714285718], [35, 41.16413700000002, -8.606250000000005], [36, 41.164137, -8.606250000000001], [37, 41.164326, -8.606307000000001], [38, 41.164515, -8.606364000000001], [39, 41.16470399999999, -8.606421000000001], [40, 41.164704, -8.606421000000001], [41, 41.16489171428572, -8.606424857142859], [42, 41.16507942857143, -8.606428714285716], [43, 41.16526714285715, -8.606432571428574], [44, 41.16545485714286, -8.606436428571431], [45, 41.16564257142858, -8.606440285714289], [46, 41.16583028571429, -8.606444142857146], [47, 41.16601800000001, -8.606448000000004], [48, 41.166018, -8.606448], [49, 41.166210375, -8.606449125000001], [50, 41.16640275, -8.606450250000002], [51, 41.16659512499999, -8.606451375000002], [52, 41.16678749999999, -8.606452500000003], [53, 41.16697987499999, -8.606453625000004], [54, 41.16717224999999, -8.606454750000005], [55, 41.16736462499998, -8.606455875000005], [56, 41.16755699999998, -8.606457000000006], [57, 41.167557, -8.606457], [58, 41.1677442, -8.606418300000001], [59, 41.16793139999999, -8.6063796], [60, 41.16811859999999, -8.6063409], [61, 41.16830579999999, -8.606302199999998], [62, 41.16849299999999, -8.606263499999997], [63, 41.16868019999999, -8.606224799999996], [64, 41.16886739999999, -8.606186099999995], [65, 41.16905459999999, -8.606147399999994], [66, 41.16924179999999, -8.606108699999993], [67, 41.16942899999999, -8.606069999999992], [68, 41.169429, -8.606069999999999], [69, 41.169579, -8.605955999999999], [70, 41.169729, -8.605841999999999], [71, 41.169879, -8.605728], [72, 41.17002899999999, -8.605614], [73, 41.17017899999999, -8.6055], [74, 41.17032899999999, -8.605386], [75, 41.17047899999999, -8.605272], [76, 41.170628999999984, -8.605158], [77, 41.17077899999998, -8.605044], [78, 41.170779, -8.605044], [79, 41.170779, -8.605053], [80, 41.170797, -8.605008], [81, 41.1709635, -8.6048685], [82, 41.17113, -8.604729], [83, 41.1712965, -8.604589500000001], [84, 41.171463, -8.604450000000002], [85, 41.171463, -8.60445], [86, 41.171629, -8.604524]]",71.0
1,"[[294, 41.17995245454544, -8.593182818181814], [295, 41.180136136363615, -8.593179545454541], [296, 41.18031981818179, -8.593176272727268], [297, 41.18050349999997, -8.593172999999995], [298, 41.18068718181815, -8.593169727272722], [299, 41.18087086363633, -8.593166454545448], [300, 41.18105454545451, -8.593163181818175], [301, 41.18123822727269, -8.593159909090902], [302, 41.18142190909087, -8.593156636363629], [303, 41.18160559090904, -8.593153363636356], [304, 41.18178927272722, -8.593150090909083], [305, 41.1819729545454, -8.59314681818181], [306, 41.18215663636358, -8.593143545454536], [307, 41.18234031818176, -8.593140272727263], [308, 41.18252399999994, -8.59313699999999], [309, 41.182524, -8.593136999999999], [310, 41.18270112, -8.593191], [311, 41.18287824000001, -8.593245], [312, 41.18305536000001, -8.593299], [313, 41.183232480000015, -8.593353], [314, 41.18340960000002, -8.593407000000001], [315, 41.18358672000002, -8.593461000000001], [316, 41.183763840000026, -8.593515000000002], [317, 41.18394096000003, -8.593569000000002], [318, 41.18411808000003, -8.593623000000003], [319, 41.18429520000004, -8.593677000000003], [320, 41.18447232000004, -8.593731000000004], [321, 41.18464944000005, -8.593785000000004], [322, 41.18482656000005, -8.593839000000004], [323, 41.18500368000005, -8.593893000000005], [324, 41.185180800000055, -8.593947000000005], [325, 41.18535792000006, -8.594001000000006], [326, 41.18553504000006, -8.594055000000006], [327, 41.18571216000007, -8.594109000000007], [328, 41.18588928000007, -8.594163000000007], [329, 41.18606640000007, -8.594217000000008], [330, 41.18624352000008, -8.594271000000008], [331, 41.18642064000008, -8.594325000000008], [332, 41.18659776000008, -8.594379000000009], [333, 41.18677488000009, -8.59443300000001], [334, 41.18695200000009, -8.59448700000001]]",50.0
3,"[[197, 41.17125046153846, -8.60338246153846], [198, 41.171337, -8.603216999999999], [199, 41.17133700000001, -8.603217], [200, 41.17132840909092, -8.603036181818183], [201, 41.17131981818183, -8.602855363636365], [202, 41.17131122727274, -8.602674545454548], [203, 41.17130263636365, -8.60249372727273], [204, 41.17129404545456, -8.602312909090912], [205, 41.17128545454547, -8.602132090909095], [206, 41.17127686363638, -8.601951272727277], [207, 41.17126827272729, -8.60177045454546], [208, 41.1712596818182, -8.601589636363641], [209, 41.17125109090911, -8.601408818181824], [210, 41.17124250000002, -8.601228000000006], [211, 41.17123390909093, -8.601047181818188], [212, 41.17122531818184, -8.60086636363637], [213, 41.17121672727275, -8.600685545454553], [214, 41.17120813636366, -8.600504727272735], [215, 41.17119954545457, -8.600323909090918], [216, 41.17119095454548, -8.6001430909091], [217, 41.17118236363639, -8.599962272727282], [218, 41.1711737727273, -8.599781454545464], [219, 41.17116518181821, -8.599600636363647], [220, 41.17115659090912, -8.599419818181829], [221, 41.17114800000003, -8.599239000000011], [222, 41.171148, -8.599239], [223, 41.171131800000005, -8.5990518], [224, 41.17111560000001, -8.598864599999999], [225, 41.17109940000001, -8.598677399999998]]",39.0
11,"[[28, 41.14741499999999, -8.607960000000002], [29, 41.147415, -8.60796], [30, 41.147397000000005, -8.608113000000001], [31, 41.147406, -8.608194], [32, 41.1474762, -8.608388399999999], [33, 41.1475464, -8.608582799999999], [34, 41.147616600000006, -8.608777199999999], [35, 41.14768680000001, -8.608971599999999], [36, 41.14775700000001, -8.609165999999998], [37, 41.147757000000006, -8.609166], [38, 41.14779300000001, -8.6093565], [39, 41.147829, -8.609547000000001], [40, 41.147865, -8.609737500000001], [41, 41.14790099999999, -8.609928000000002], [42, 41.14793699999999, -8.610118500000002], [43, 41.14797299999998, -8.610309000000003], [44, 41.14797299999999, -8.610309], [45, 41.147919, -8.610381000000002], [46, 41.148036, -8.610549], [47, 41.148153, -8.610717], [48, 41.14827, -8.610884999999998], [49, 41.14827, -8.610885], [50, 41.148603, -8.610768], [51, 41.148864, -8.610651], [52, 41.1490365, -8.610588], [53, 41.149209, -8.610524999999999], [54, 41.1493815, -8.610461999999998], [55, 41.149554, -8.610398999999997], [56, 41.14972649999999, -8.610335999999997], [57, 41.14989899999999, -8.610272999999996], [58, 41.149899000000005, -8.610273000000001], [59, 41.15016, -8.6103], [60, 41.150421, -8.610327], [61, 41.150412, -8.610291], [62, 41.150556, -8.610228000000001], [63, 41.1507045, -8.610113250000001], [64, 41.150853000000005, -8.609998500000001], [65, 41.15100150000001, -8.609883750000002], [66, 41.15115000000001, -8.609769000000002], [67, 41.15115, -8.609769], [68, 41.15133, -8.609634], [69, 41.15151, -8.609499], [70, 41.15151, -8.609499000000001], [71, 41.151648, -8.609634000000002], [72, 41.151786, -8.609769000000002], [73, 41.151924, -8.609904000000002], [74, 41.15192400000001, -8.609904], [75, 41.15214000000001, -8.6099274], [76, 41.15235600000001, -8.6099508], [77, 41.15257200000001, -8.6099742], [78, 41.152788000000015, -8.6099976], [79, 41.15300400000002, -8.610021], [80, 41.153004, -8.610021], [81, 41.153222250000006, -8.61001875], [82, 41.15344050000001, -8.6100165], [83, 41.15365875000001, -8.61001425], [84, 41.153877000000016, -8.610012000000001], [85, 41.15387700000001, -8.610012000000001], [86, 41.154052500000006, -8.609936625000001], [87, 41.154228, -8.609861250000002], [88, 41.1544035, -8.609785875000002], [89, 41.154579, -8.609710500000002], [90, 41.1547545, -8.609635125000002], [91, 41.15492999999999, -8.609559750000003], [92, 41.15510549999999, -8.609484375000003], [93, 41.15528099999999, -8.609409000000003], [94, 41.155281, -8.609409], [95, 41.15546774999999, -8.6094045], [96, 41.15565449999999, -8.6094], [97, 41.15584124999999, -8.609395500000002], [98, 41.15602799999999, -8.609391000000002], [99, 41.15621474999998, -8.609386500000003], [100, 41.15640149999998, -8.609382000000004], [101, 41.15658824999998, -8.609377500000004], [102, 41.156774999999975, -8.609373000000005], [103, 41.156775, -8.609373000000001], [104, 41.157108, -8.609337], [105, 41.157289285714285, -8.609275285714286], [106, 41.15747057142857, -8.609213571428572], [107, 41.15765185714285, -8.609151857142859], [108, 41.157833142857136, -8.609090142857145], [109, 41.15801442857142, -8.609028428571431], [110, 41.1581957142857, -8.608966714285717], [111, 41.15837699999999, -8.608905000000004], [112, 41.158377, -8.608905], [113, 41.158545545454544, -8.608824], [114, 41.15871409090909, -8.608743], [115, 41.15888263636364, -8.608662], [116, 41.15905118181819, -8.608581000000001], [117, 41.15921972727274, -8.608500000000001], [118, 41.15938827272729, -8.608419000000001], [119, 41.15955681818184, -8.608338000000002], [120, 41.15972536363639, -8.608257000000002], [121, 41.15989390909094, -8.608176000000002], [122, 41.16006245454549, -8.608095000000002], [123, 41.16023100000004, -8.608014000000002], [124, 41.160231, -8.608014], [125, 41.16040568181818, -8.607940363636365], [126, 41.16058036363636, -8.607866727272729], [127, 41.16075504545454, -8.607793090909093], [128, 41.16092972727272, -8.607719454545457], [129, 41.1611044090909, -8.60764581818182], [130, 41.16127909090908, -8.607572181818185], [131, 41.16145377272726, -8.607498545454549], [132, 41.16162845454544, -8.607424909090913], [133, 41.16180313636362, -8.607351272727277], [134, 41.1619778181818, -8.60727763636364], [135, 41.16215249999998, -8.607204000000005], [136, 41.16232718181816, -8.607130363636369], [137, 41.16250186363634, -8.607056727272733], [138, 41.16267654545453, -8.606983090909097], [139, 41.162851227272704, -8.60690945454546], [140, 41.16302590909088, -8.606835818181825], [141, 41.16320059090906, -8.606762181818189], [142, 41.16337527272725, -8.606688545454553], [143, 41.163549954545424, -8.606614909090917], [144, 41.1637246363636, -8.60654127272728], [145, 41.16389931818178, -8.606467636363645], [146, 41.16407399999997, -8.606394000000009], [147, 41.164074, -8.606394], [148, 41.164137, -8.606322], [149, 41.164323, -8.606331], [150, 41.164509, -8.606340000000001], [151, 41.164695, -8.606349000000002], [152, 41.164881, -8.606358000000002], [153, 41.16506699999999, -8.606367000000002], [154, 41.16525299999999, -8.606376000000003], [155, 41.165253, -8.606376], [156, 41.165454857142855, -8.606391428571428], [157, 41.16565671428571, -8.606406857142856], [158, 41.165858571428565, -8.606422285714284], [159, 41.16606042857142, -8.606437714285713], [160, 41.16626228571428, -8.606453142857141], [161, 41.16646414285713, -8.60646857142857], [162, 41.16666599999999, -8.606483999999998], [163, 41.166666, -8.606484], [164, 41.166858, -8.606482], [165, 41.16705, -8.60648], [166, 41.167242, -8.606478], [167, 41.16743399999999, -8.606475999999999], [168, 41.16762599999999, -8.606473999999999], [169, 41.16781799999999, -8.606471999999998], [170, 41.16800999999999, -8.606469999999998], [171, 41.16820199999999, -8.606467999999998], [172, 41.16839399999999, -8.606465999999998], [173, 41.168394, -8.606466000000001], [174, 41.16855927272727, -8.606366181818183], [175, 41.16872454545455, -8.606266363636365], [176, 41.16888981818182, -8.606166545454547], [177, 41.16905509090909, -8.60606672727273], [178, 41.16922036363636, -8.605966909090911], [179, 41.16938563636364, -8.605867090909094], [180, 41.16955090909091, -8.605767272727276], [181, 41.16971618181818, -8.605667454545458], [182, 41.169881454545454, -8.60556763636364], [183, 41.17004672727273, -8.605467818181822], [184, 41.170212, -8.605368000000004], [185, 41.17021200000001, -8.605368], [186, 41.170298538461545, -8.605202538461539], [187, 41.17038507692308, -8.605037076923077], [188, 41.17047161538462, -8.604871615384615]]",170.0
0,"[[11, 41.145795, -8.607231], [12, 41.145795, -8.607213]]",14.0
0,"[[1, 41.144688, -8.606475], [2, 41.144688, -8.606493], [5, 41.144688, -8.606501999999999]]",19.0
0,"[[70, 41.146155, -8.619281999999997], [71, 41.146155, -8.619282]]",16.0
0,"[[64, 41.146416, -8.620235999999995], [65, 41.146416, -8.620235999999998]]",13.0
0,"[[48, 41.147595, -8.622297000000001], [49, 41.147595, -8.622297]]",12.0
